step,particle_id,from,to
6056,3398,FUN_2,FUN_3
6064,20392,CUBE_R,RET
6089,15464,FUN_2,FUN_3
6095,1373,FUN_1,FUN_2
6097,2419,RET,CUBE_L
6109,6204,FUN_3,FUN_4
6131,4976,CUBE_R,FUN_6
6131,17704,FUN_5,FUN_4
6147,23654,CUBE_R,FUN_6
6170,9456,FUN_5,FUN_4
6174,24869,CUBE_L,RET
6184,11184,FUN_6,FUN_5
6184,11386,FUN_3,FUN_4
6203,10704,FUN_5,FUN_6
6207,4408,FUN_3,FUN_2
6211,13797,FUN_2,FUN_3
6247,20611,FUN_6,FUN_5
6251,4511,CUBE_R,RET
6265,11447,CUBE_L,RET
6274,18894,FUN_2,FUN_3
6280,10530,FUN_2,FUN_3
6283,13035,FUN_3,FUN_4
6325,20807,FUN_1,FUN_2
6329,21527,FUN_6,CUBE_R
6334,3951,FUN_5,FUN_6
6350,4411,FUN_2,FUN_3
6364,12069,FUN_2,FUN_1
6365,25250,FUN_1,FUN_2
6369,21110,FUN_2,FUN_3
6369,25952,RET,CUBE_R
6376,15096,FUN_3,FUN_2
6393,17530,FUN_3,FUN_2
6394,14506,FUN_1,FUN_2
6395,2724,FUN_2,FUN_1
6412,29332,CUBE_R,FUN_6
6418,15670,FUN_4,FUN_3
6420,10286,FUN_4,FUN_5
6432,27919,FUN_3,FUN_2
6438,20841,FUN_1,FUN_2
6453,18605,CUBE_L,RET
6456,5186,FUN_2,FUN_3
6462,22873,FUN_4,FUN_5
6472,13986,FUN_1,FUN_2
6497,6067,FUN_4,FUN_5
6502,25718,RET,CUBE_L
6560,8503,RET,CUBE_R
6562,3701,RET,CUBE_R
6564,752,FUN_4,FUN_3
6568,24636,CUBE_L,FUN_1
6577,13722,RET,CUBE_R
6580,9112,FUN_4,FUN_5
6600,1461,FUN_3,FUN_2
6615,22789,FUN_1,FUN_2
6624,27837,CUBE_R,RET
6627,15662,FUN_3,FUN_4
6642,6038,FUN_2,FUN_3
6666,11237,FUN_4,FUN_5
6683,8542,FUN_4,FUN_5
6687,4544,RET,CUBE_R
6688,2105,FUN_6,CUBE_R
6695,1940,FUN_5,FUN_6
6698,22325,FUN_4,FUN_3
6706,25017,CUBE_L,RET
6732,26835,CUBE_R,FUN_6
6735,3088,FUN_5,FUN_6
6736,3583,FUN_2,FUN_1
6738,15817,FUN_2,FUN_1
6758,23838,FUN_3,FUN_2
6759,28489,CUBE_R,RET
6777,7670,CUBE_L,RET
6830,12193,RET,CUBE_R
6839,13623,FUN_5,FUN_4
6856,27610,FUN_4,FUN_3
6881,14454,FUN_4,FUN_3
6883,25248,FUN_3,FUN_4
6890,15947,FUN_5,FUN_4
6930,2291,FUN_4,FUN_3
6944,3794,CUBE_R,FUN_6
6961,5135,FUN_3,FUN_2
6975,17360,CUBE_R,RET
7013,15027,FUN_2,FUN_1
7018,20075,FUN_2,FUN_3
7039,12833,FUN_1,CUBE_L
7071,5367,FUN_3,FUN_4
7071,22282,RET,CUBE_R
7090,24784,FUN_3,FUN_4
7090,26681,FUN_2,FUN_1
7100,22938,FUN_3,FUN_4
7102,20027,CUBE_L,RET
7128,25907,FUN_2,FUN_3
7147,13005,FUN_5,FUN_4
7177,28650,FUN_4,FUN_5
7196,16804,FUN_3,FUN_4
7241,19388,CUBE_L,FUN_1
7268,952,CUBE_L,RET
7271,24806,FUN_1,FUN_2
7288,13277,CUBE_R,RET
7297,14481,FUN_2,FUN_3
7300,5242,FUN_3,FUN_4
7301,24874,FUN_3,FUN_4
7318,1459,FUN_3,FUN_4
7332,11833,FUN_1,CUBE_L
7356,26988,FUN_2,FUN_3
7362,21948,RET,CUBE_L
7401,184,CUBE_R,FUN_6
7403,24636,FUN_1,CUBE_L
7414,11894,FUN_1,FUN_2
7418,27095,FUN_3,FUN_2
7423,15091,FUN_2,FUN_3
7427,413,CUBE_R,FUN_6
7443,18296,FUN_3,FUN_2
7444,26499,FUN_2,FUN_1
7446,29455,FUN_1,FUN_2
7453,3364,FUN_3,FUN_2
7460,4561,FUN_4,FUN_3
7462,10875,FUN_1,FUN_2
7463,23333,CUBE_L,RET
7486,26905,FUN_3,FUN_4
7494,15176,FUN_5,FUN_6
7506,6621,FUN_2,FUN_3
7514,18059,FUN_3,FUN_2
7541,18830,FUN_4,FUN_3
7543,2598,FUN_3,FUN_4
7549,28174,FUN_1,FUN_2
7566,1507,FUN_1,FUN_2
7572,19794,FUN_3,FUN_2
7582,25442,FUN_2,FUN_3
7584,10196,CUBE_L,FUN_1
7622,13536,FUN_3,FUN_2
7630,4379,FUN_3,FUN_2
7646,12315,FUN_3,FUN_4
7651,10266,FUN_4,FUN_5
7654,6799,CUBE_R,FUN_6
7658,19953,FUN_2,FUN_3
